id,user_id,role_id,is_active,is_primary,expires_at,granted_at,granted_by,grant_reason,constraints,context,created_at,updated_at,revoked_at,revoked_by,revoke_reason
4,1,role-superadmin,t,t,,2025-07-13 21:36:58.936417+00,system,Initial setup,,,2025-07-13 21:36:58.936417+00,2025-07-13 21:36:58.936417+00,,,
